,Year Factor,Time Factor,Home Team Name,Home Team Points,Away Team Points,Away Team Name,Extra Condition,Referee Nationality
424,1990,night,ARG,2,0,URS,Null,SWE
425,1990,dusk,CMR,2,1,ROU,Null,CHI
426,1990,dusk,YUG,1,0,COL,Null,ITA
427,1990,night,ITA,1,0,USA,Null,MEX
428,1990,dusk,AUT,0,1,TCH,Null,SCO
429,1990,night,FRG,5,1,UAE,Null,RUS
430,1990,dusk,BRA,1,0,CRC,Null,TUN
431,1990,night,SWE,1,2,SCO,Null,PAR
432,1990,night,ENG,0,0,NED,Null,SRB
433,1990,dusk,IRL,0,0,EGY,Null,BEL
434,1990,night,KOR,1,3,ESP,Null,ECU
435,1990,night,BEL,3,1,URU,Null,GER
436,1990,night,ARG,1,1,ROU,Null,POR
437,1990,night,CMR,0,4,URS,Null,BRA
438,1990,dusk,FRG,1,1,COL,Null,NIR
439,1990,dusk,YUG,4,1,UAE,Null,JPN
440,1990,night,ITA,2,0,TCH,Null,FRA
441,1990,night,AUT,2,1,USA,Null,SYR
442,1990,night,BRA,1,0,SCO,Null,AUT
443,1990,night,SWE,1,2,CRC,Null,SRB
444,1990,dusk,KOR,0,1,URU,Null,ITA
445,1990,dusk,BEL,1,2,ESP,Null,ARG
446,1990,night,IRL,1,1,NED,Null,FRA
447,1990,night,ENG,1,0,EGY,Null,SUI
448,1990,dusk,CMR,2,1,COL,Extra,ITA
449,1990,night,TCH,4,1,CRC,Null,GER
450,1990,dusk,BRA,0,1,ARG,Null,FRA
451,1990,night,FRG,2,1,NED,Null,ARG
452,1990,dusk,IRL,0,0,ROU,Penalties,BRA
453,1990,night,ITA,2,0,URU,Null,ENG
454,1990,dusk,ESP,1,2,YUG,Extra,GER
455,1990,night,ENG,1,0,BEL,Extra,DEN
456,1990,dusk,YUG,0,0,ARG,Penalties,SUI
457,1990,night,ITA,1,0,IRL,Null,POR
458,1990,dusk,FRG,1,0,TCH,Null,AUT
459,1990,night,ENG,3,2,CMR,Extra,MEX
460,1990,night,ITA,1,1,ARG,Penalties,FRA
461,1990,night,FRG,1,1,ENG,Penalties,BRA
462,1990,night,ITA,2,1,ENG,Null,FRA
463,1990,night,FRG,1,0,ARG,Null,MEX
464,1994,night,ESP,2,2,KOR,Null,DEN
465,1994,afternoon,GER,1,0,BOL,Null,MEX
466,1994,afternoon,USA,1,1,SUI,Null,ARG
467,1994,afternoon,ITA,0,1,IRL,Null,NED
468,1994,night,COL,1,3,ROU,Null,SYR
469,1994,afternoon,BEL,1,0,MAR,Null,COL
470,1994,afternoon,NOR,1,0,MEX,Null,HUN
471,1994,night,CMR,2,2,SWE,Null,PER
472,1994,night,NED,2,1,KSA,Null,ESP
473,1994,afternoon,BRA,2,0,RUS,Null,MRI
474,1994,afternoon,ARG,4,0,GRE,Null,USA
475,1994,night,NGA,3,0,BUL,Null,CRC
476,1994,afternoon,GER,1,1,ESP,Null,URU
477,1994,afternoon,ROU,1,4,SUI,Null,TUN
478,1994,night,USA,2,1,COL,Null,ITA
479,1994,afternoon,ITA,1,0,NOR,Null,GER
480,1994,night,KOR,0,0,BOL,Null,SCO
481,1994,afternoon,MEX,2,1,IRL,Null,SUI
482,1994,night,SWE,3,1,RUS,Null,FRA
483,1994,afternoon,BRA,3,0,CMR,Null,MEX
484,1994,afternoon,BEL,1,0,NED,Null,BRA
485,1994,afternoon,KSA,2,1,MAR,Null,ENG
486,1994,afternoon,ARG,2,1,NGA,Null,SWE
487,1994,afternoon,BUL,4,0,GRE,Null,UAE
488,1994,afternoon,USA,0,1,ROU,Null,NED
489,1994,afternoon,SUI,0,2,COL,Null,DEN
490,1994,afternoon,GER,3,2,KOR,Null,FRA
491,1994,afternoon,BOL,1,3,ESP,Null,CRC
492,1994,afternoon,IRL,0,0,NOR,Null,COL
493,1994,afternoon,BRA,1,1,SWE,Null,HUN
494,1994,afternoon,ITA,1,1,MEX,Null,ARG
495,1994,afternoon,RUS,6,1,CMR,Null,SYR
496,1994,afternoon,MAR,1,2,NED,Null,PER
497,1994,afternoon,BEL,0,1,KSA,Null,GER
498,1994,night,GRE,0,2,NGA,Null,SCO
499,1994,night,ARG,0,2,BUL,Null,TUN
500,1994,afternoon,GER,3,2,BEL,Null,SUI
501,1994,afternoon,ESP,3,0,SUI,Null,NED
502,1994,afternoon,KSA,1,3,SWE,Null,BRA
503,1994,afternoon,ROU,3,2,ARG,Null,ITA
504,1994,afternoon,NED,2,0,IRL,Null,DEN
505,1994,afternoon,BRA,1,0,USA,Null,FRA
506,1994,afternoon,NGA,1,2,ITA,Extra,MEX
507,1994,afternoon,MEX,1,1,BUL,Penalties,SYR
508,1994,afternoon,ITA,2,1,ESP,Null,HUN
509,1994,afternoon,NED,2,3,BRA,Null,CRC
510,1994,afternoon,BUL,2,1,GER,Null,COL
511,1994,afternoon,ROU,2,2,SWE,Penalties,ENG
512,1994,afternoon,BUL,1,2,ITA,Null,FRA
513,1994,afternoon,SWE,0,1,BRA,Null,COL
514,1994,afternoon,SWE,4,0,BUL,Null,UAE
515,1994,afternoon,BRA,0,0,ITA,Penalties,HUN
516,1998,dusk,BRA,2,1,SCO,Null,ESP
517,1998,night,MAR,2,2,NOR,Null,THA
518,1998,dusk,ITA,2,2,CHI,Null,NIG
519,1998,night,CMR,1,1,AUT,Null,PAR
520,1998,afternoon,PAR,0,0,BUL,Null,KSA
521,1998,dusk,KSA,0,1,DEN,Null,ARG
522,1998,night,FRA,3,0,RSA,Null,BRA
523,1998,afternoon,ESP,2,3,NGA,Null,USA
524,1998,dusk,KOR,1,3,MEX,Null,AUT
525,1998,night,NED,0,0,BEL,Null,ITA
526,1998,afternoon,ARG,1,0,JPN,Null,NED
527,1998,dusk,YUG,1,0,IRN,Null,PER
528,1998,night,JAM,1,3,CRO,Null,POR
529,1998,afternoon,ENG,2,0,TUN,Null,JPN
530,1998,dusk,ROU,1,0,COL,Null,MRI
531,1998,night,GER,2,0,USA,Null,MAR
532,1998,dusk,SCO,1,1,NOR,Null,HUN
533,1998,night,BRA,3,0,MAR,Null,RUS
534,1998,dusk,CHI,1,1,AUT,Null,EGY
535,1998,night,ITA,3,0,CMR,Null,AUS
536,1998,dusk,RSA,1,1,DEN,Null,COL
537,1998,night,FRA,4,0,KSA,Null,MEX
538,1998,dusk,NGA,1,0,BUL,Null,CHI
539,1998,night,ESP,0,0,PAR,Null,RSA
540,1998,afternoon,JPN,0,1,CRO,Null,TRI
541,1998,dusk,BEL,2,2,MEX,Null,SCO
542,1998,night,NED,5,0,KOR,Null,POL
543,1998,afternoon,GER,2,2,YUG,Null,DEN
544,1998,dusk,ARG,5,0,JAM,Null,NOR
545,1998,night,USA,1,2,IRN,Null,SUI
546,1998,dusk,COL,1,0,TUN,Null,GER
547,1998,night,ROU,2,1,ENG,Null,FRA
548,1998,afternoon,ITA,2,1,AUT,Null,ENG
549,1998,afternoon,CHI,1,1,CMR,Null,HUN
550,1998,night,SCO,0,3,MAR,Null,UAE
551,1998,night,BRA,1,2,NOR,Null,USA
552,1998,afternoon,FRA,2,1,DEN,Null,ITA
553,1998,afternoon,RSA,2,2,KSA,Null,CHI
554,1998,night,ESP,6,1,BUL,Null,NED
555,1998,night,NGA,1,3,PAR,Null,THA
556,1998,afternoon,BEL,1,1,KOR,Null,BRA
557,1998,afternoon,NED,2,2,MEX,Null,KSA
558,1998,night,GER,2,0,IRN,Null,PAR
559,1998,night,USA,0,1,YUG,Null,EGY
560,1998,afternoon,JPN,1,2,JAM,Null,AUT
561,1998,afternoon,ARG,1,0,CRO,Null,MAR
562,1998,night,ROU,1,1,TUN,Null,AUS
563,1998,night,COL,0,2,ENG,Null,MEX
564,1998,afternoon,ITA,1,0,NOR,Null,GER
565,1998,night,BRA,4,1,CHI,Null,FRA
566,1998,afternoon,FRA,1,0,PAR,Extra,UAE
567,1998,night,NGA,1,4,DEN,Null,SUI
568,1998,afternoon,GER,2,1,MEX,Null,POR
569,1998,night,NED,2,1,YUG,Null,ESP
570,1998,afternoon,ROU,0,1,CRO,Null,ARG
571,1998,night,ARG,2,2,ENG,Penalties,DEN
572,1998,afternoon,ITA,0,0,FRA,Penalties,SCO
573,1998,night,BRA,3,2,DEN,Null,EGY
574,1998,afternoon,NED,2,1,ARG,Null,MEX
575,1998,night,GER,0,3,CRO,Null,NOR
576,1998,night,BRA,1,1,NED,Penalties,UAE
577,1998,night,FRA,2,1,CRO,Null,ESP
578,1998,night,NED,1,2,CRO,Null,PAR
579,1998,night,BRA,0,3,FRA,Null,MAR
580,2002,night,FRA,0,1,SEN,Null,UAE
581,2002,dusk,URU,1,2,DEN,Null,KUW
582,2002,afternoon,IRL,1,1,CMR,Null,JPN
583,2002,night,GER,8,0,KSA,Null,PAR
584,2002,afternoon,ARG,1,0,NGA,Null,FRA
585,2002,afternoon,PAR,2,2,RSA,Null,SVK
586,2002,dusk,ENG,1,1,SWE,Null,BRA
587,2002,night,ESP,3,1,SVN,Null,MAR
588,2002,dusk,BRA,2,1,TUR,Null,KOR
589,2002,night,ITA,2,0,ECU,Null,USA
590,2002,afternoon,CRO,0,1,MEX,Null,CHN
591,2002,afternoon,CHN,0,2,CRC,Null,GRE
592,2002,dusk,JPN,2,2,BEL,Null,CRC
593,2002,night,KOR,2,0,POL,Null,COL
594,2002,afternoon,RUS,2,0,TUN,Null,JAM
595,2002,dusk,USA,3,2,POR,Null,ECU
596,2002,night,GER,1,1,IRL,Null,DEN
597,2002,afternoon,DEN,1,1,SEN,Null,GUA
598,2002,dusk,CMR,1,0,KSA,Null,NOR
599,2002,night,FRA,0,0,URU,Null,MEX
600,2002,afternoon,SWE,2,1,NGA,Null,BOL
601,2002,night,ARG,0,1,ENG,Null,ITA
602,2002,dusk,ESP,3,1,PAR,Null,EGY
603,2002,afternoon,RSA,1,0,SVN,Null,ARG
604,2002,night,BRA,4,0,CHN,Null,SWE
605,2002,dusk,ITA,1,2,CRO,Null,ENG
606,2002,dusk,CRC,1,1,TUR,Null,BEN
607,2002,night,JPN,1,0,RUS,Null,GER
608,2002,afternoon,MEX,2,1,ECU,Null,TUN
609,2002,afternoon,KOR,1,1,USA,Null,SUI
610,2002,night,POR,4,0,POL,Null,SCO
611,2002,dusk,TUN,1,1,BEL,Null,AUS
612,2002,afternoon,DEN,2,0,FRA,Null,POR
613,2002,afternoon,SEN,3,3,URU,Null,NED
614,2002,night,KSA,0,3,IRL,Null,SEN
615,2002,night,CMR,0,2,GER,Null,ESP
616,2002,afternoon,SWE,1,1,ARG,Null,UAE
617,2002,afternoon,NGA,0,0,ENG,Null,USA
618,2002,night,SVN,1,3,PAR,Null,MEX
619,2002,night,RSA,2,3,ESP,Null,KUW
620,2002,afternoon,CRC,2,5,BRA,Null,EGY
621,2002,afternoon,TUR,3,0,CHN,Null,COL
622,2002,night,ECU,1,0,CRO,Null,CRC
623,2002,night,MEX,1,1,ITA,Null,BRA
624,2002,afternoon,TUN,0,2,JPN,Null,FRA
625,2002,night,POR,0,1,KOR,Null,ARG
626,2002,night,POL,3,1,USA,Null,CHN
627,2002,afternoon,BEL,3,2,RUS,Null,DEN
628,2002,night,DEN,0,3,ENG,Null,GER
629,2002,afternoon,GER,1,0,PAR,Null,GUA
630,2002,night,ESP,1,1,IRL,Penalties,SWE
631,2002,afternoon,SWE,1,2,SEN,Penalties,PAR
632,2002,night,BRA,2,0,BEL,Null,JAM
633,2002,afternoon,MEX,0,2,USA,Null,POR
634,2002,afternoon,JPN,0,1,TUR,Null,ITA
635,2002,night,KOR,2,1,ITA,Penalties,ECU
636,2002,afternoon,ENG,1,2,BRA,Null,MEX
637,2002,night,GER,1,0,USA,Null,SCO
638,2002,night,SEN,0,1,TUR,Penalties,COL
639,2002,afternoon,ESP,0,0,KOR,Penalties,EGY
640,2002,night,GER,1,0,KOR,Null,SUI
641,2002,night,BRA,1,0,TUR,Null,DEN
642,2002,night,KOR,2,3,TUR,Null,KUW
643,2002,night,GER,0,2,BRA,Null,ITA
644,2006,dusk,GER,4,2,CRC,Null,ARG
645,2006,night,POL,0,2,ECU,Null,JPN
646,2006,afternoon,ENG,1,0,PAR,Null,MEX
647,2006,dusk,TRI,0,0,SWE,Null,SIN
648,2006,night,ARG,2,1,CIV,Null,BEL
649,2006,afternoon,SCG,0,1,NED,Null,GER
650,2006,dusk,MEX,3,1,IRN,Null,ITA
651,2006,night,ANG,0,1,POR,Null,URU
652,2006,afternoon,AUS,3,1,JPN,Null,EGY
653,2006,dusk,USA,0,3,CZE,Null,PAR
654,2006,night,ITA,2,0,GHA,Null,BRA
655,2006,afternoon,KOR,2,1,TOG,Null,ENG
656,2006,dusk,FRA,0,0,SUI,Null,RUS
657,2006,night,BRA,1,0,CRO,Null,MEX
658,2006,afternoon,ESP,4,0,UKR,Null,SUI
659,2006,dusk,TUN,2,2,KSA,Null,AUS
660,2006,night,GER,1,0,POL,Null,ESP
661,2006,afternoon,ECU,3,0,CRC,Null,BEN
662,2006,dusk,ENG,2,0,TRI,Null,JPN
663,2006,night,SWE,1,0,PAR,Null,SVK
664,2006,afternoon,ARG,6,0,SCG,Null,ITA
665,2006,dusk,NED,2,1,CIV,Null,COL
666,2006,night,MEX,0,0,ANG,Null,SIN
667,2006,afternoon,POR,2,0,IRN,Null,FRA
668,2006,dusk,CZE,0,2,GHA,Null,ARG
669,2006,night,ITA,1,1,USA,Null,URU
670,2006,afternoon,JPN,0,0,CRO,Null,BEL
671,2006,dusk,BRA,2,0,AUS,Null,GER
672,2006,night,FRA,1,1,KOR,Null,MEX
673,2006,afternoon,TOG,0,2,SUI,Null,PAR
674,2006,dusk,KSA,0,4,UKR,Null,ENG
675,2006,night,ESP,3,1,TUN,Null,BRA
676,2006,afternoon,ECU,0,3,GER,Null,RUS
677,2006,afternoon,CRC,1,2,POL,Null,SIN
678,2006,night,SWE,2,2,ENG,Null,SUI
679,2006,night,PAR,2,0,TRI,Null,ITA
680,2006,afternoon,IRN,1,1,ANG,Null,AUS
681,2006,afternoon,POR,2,1,MEX,Null,SVK
682,2006,night,NED,0,0,ARG,Null,ESP
683,2006,night,CIV,3,2,SCG,Null,MEX
684,2006,afternoon,CZE,0,2,ITA,Null,MEX
685,2006,afternoon,GHA,2,1,USA,Null,GER
686,2006,night,JPN,1,4,BRA,Null,FRA
687,2006,night,CRO,2,2,AUS,Null,ENG
688,2006,afternoon,UKR,1,0,TUN,Null,PAR
689,2006,afternoon,KSA,0,1,ESP,Null,BEN
690,2006,night,TOG,0,2,FRA,Null,URU
691,2006,night,SUI,2,0,KOR,Null,ARG
692,2006,dusk,GER,2,0,SWE,Null,BRA
693,2006,night,ARG,2,1,MEX,Extra,SUI
694,2006,dusk,ENG,1,0,ECU,Null,BEL
695,2006,night,POR,1,0,NED,Null,RUS
696,2006,dusk,ITA,1,0,AUS,Null,ESP
697,2006,night,SUI,0,0,UKR,Penalties,MEX
698,2006,dusk,BRA,3,0,GHA,Null,SVK
699,2006,night,ESP,1,3,FRA,Null,ITA
700,2006,dusk,GER,1,1,ARG,Penalties,SVK
701,2006,night,ITA,3,0,UKR,Null,BEL
702,2006,dusk,ENG,0,0,POR,Penalties,ARG
703,2006,night,BRA,0,1,FRA,Null,ESP
704,2006,night,GER,0,2,ITA,Extra,MEX
705,2006,night,POR,0,1,FRA,Null,URU
706,2006,night,GER,3,1,POR,Null,JPN
707,2006,night,ITA,1,1,FRA,Penalties,ARG
708,2010,afternoon,RSA,1,1,MEX,Null,UZB
709,2010,night,URU,0,0,FRA,Null,JPN
710,2010,afternoon,KOR,2,0,GRE,Null,NZL
711,2010,afternoon,ARG,1,0,NGA,Null,GER
712,2010,night,ENG,1,1,USA,Null,BRA
713,2010,afternoon,ALG,0,1,SVN,Null,GUA
714,2010,afternoon,SRB,0,1,GHA,Null,ARG
715,2010,night,GER,4,0,AUS,Null,MEX
716,2010,afternoon,NED,2,0,DEN,Null,FRA
717,2010,afternoon,JPN,1,0,CMR,Null,POR
718,2010,night,ITA,1,1,PAR,Null,MEX
719,2010,afternoon,NZL,1,1,SVK,Null,RSA
720,2010,afternoon,CIV,0,0,POR,Null,URU
721,2010,night,BRA,2,1,PRK,Null,HUN
722,2010,afternoon,HON,0,1,CHI,Null,SEY
723,2010,afternoon,ESP,0,1,SUI,Null,ENG
724,2010,night,RSA,0,3,URU,Null,SUI
725,2010,afternoon,ARG,4,1,KOR,Null,BEL
726,2010,afternoon,GRE,2,1,NGA,Null,COL
727,2010,night,FRA,0,2,MEX,Null,KSA
728,2010,afternoon,GER,0,1,SRB,Null,ESP
729,2010,afternoon,SVN,2,2,USA,Null,MLI
730,2010,night,ENG,0,0,ALG,Null,UZB
731,2010,afternoon,NED,1,0,JPN,Null,ARG
732,2010,afternoon,GHA,1,1,AUS,Null,ITA
733,2010,night,CMR,1,2,DEN,Null,URU
734,2010,afternoon,SVK,0,2,PAR,Null,SEY
735,2010,afternoon,ITA,1,1,NZL,Null,GUA
736,2010,night,BRA,3,1,CIV,Null,FRA
737,2010,afternoon,POR,7,0,PRK,Null,CHI
738,2010,afternoon,CHI,1,0,SUI,Null,KSA
739,2010,night,ESP,2,0,HON,Null,JPN
740,2010,afternoon,MEX,0,1,URU,Null,HUN
741,2010,afternoon,FRA,1,2,RSA,Null,COL
742,2010,night,NGA,2,2,KOR,Null,POR
743,2010,night,GRE,0,2,ARG,Null,UZB
744,2010,afternoon,SVN,0,1,ENG,Null,GER
745,2010,afternoon,USA,1,0,ALG,Null,BEL
746,2010,night,GHA,0,1,GER,Null,BRA
747,2010,night,AUS,2,1,SRB,Null,URU
748,2010,afternoon,SVK,3,2,ITA,Null,ENG
749,2010,afternoon,PAR,0,0,NZL,Null,JPN
750,2010,night,DEN,1,3,JPN,Null,RSA
751,2010,night,CMR,1,2,NED,Null,CHI
752,2010,afternoon,POR,0,0,BRA,Null,MEX
753,2010,afternoon,PRK,0,3,CIV,Null,ESP
754,2010,night,CHI,1,2,ESP,Null,MEX
755,2010,night,SUI,0,0,HON,Null,ARG
756,2010,afternoon,URU,2,1,KOR,Null,GER
757,2010,night,USA,1,2,GHA,Extra,HUN
758,2010,afternoon,GER,4,1,ENG,Null,URU
759,2010,night,ARG,3,1,MEX,Null,ITA
760,2010,afternoon,NED,2,1,SVK,Null,ESP
761,2010,night,BRA,3,0,CHI,Null,ENG
762,2010,afternoon,PAR,0,0,JPN,Penalties,BEL
763,2010,night,ESP,1,0,POR,Null,ARG
764,2010,afternoon,NED,2,1,BRA,Null,JPN
765,2010,night,URU,1,1,GHA,Penalties,POR
766,2010,afternoon,ARG,0,4,GER,Null,UZB
767,2010,night,PAR,0,1,ESP,Null,GUA
768,2010,night,URU,2,3,NED,Null,UZB
769,2010,night,GER,0,1,ESP,Null,HUN
770,2010,night,URU,2,3,GER,Null,MEX
771,2010,night,NED,0,1,ESP,Extra,ENG
772,2014,dusk,BRA,3,1,CRO,Null,JPN
773,2014,afternoon,MEX,1,0,CMR,Null,COL
774,2014,afternoon,ESP,1,5,NED,Null,ITA
775,2014,dusk,CHI,3,1,AUS,Null,CIV
776,2014,afternoon,COL,3,0,GRE,Null,USA
777,2014,afternoon,URU,1,3,CRC,Null,GER
778,2014,dusk,ENG,1,2,ITA,Null,NED
779,2014,night,CIV,2,1,JPN,Null,CHI
780,2014,afternoon,SUI,2,1,ECU,Null,UZB
781,2014,afternoon,FRA,3,0,HON,Null,BRA
782,2014,night,ARG,2,1,BIH,Null,SLV
783,2014,afternoon,GER,4,0,POR,Null,SRB
784,2014,afternoon,IRN,0,0,NGA,Null,ECU
785,2014,night,GHA,1,2,USA,Null,SWE
786,2014,afternoon,BEL,2,1,ALG,Null,MEX
787,2014,afternoon,BRA,0,0,MEX,Null,TUR
788,2014,dusk,RUS,1,1,KOR,Null,ARG
789,2014,afternoon,AUS,2,3,NED,Null,ALG
790,2014,afternoon,ESP,0,2,CHI,Null,USA
791,2014,dusk,CMR,0,4,CRO,Null,POR
792,2014,afternoon,COL,2,1,CIV,Null,ENG
793,2014,afternoon,URU,2,1,ENG,Null,ESP
794,2014,night,JPN,0,0,GRE,Null,SLV
795,2014,afternoon,ITA,0,1,CRC,Null,CHI
796,2014,afternoon,SUI,2,5,FRA,Null,NED
797,2014,night,HON,1,2,ECU,Null,AUS
798,2014,afternoon,ARG,1,0,IRN,Null,SRB
799,2014,afternoon,GER,2,2,GHA,Null,BRA
800,2014,dusk,NGA,1,0,BIH,Null,NZL
801,2014,afternoon,BEL,1,0,RUS,Null,GER
802,2014,afternoon,KOR,2,4,ALG,Null,COL
803,2014,dusk,USA,2,2,POR,Null,ARG
804,2014,afternoon,AUS,0,3,ESP,Null,BHR
805,2014,afternoon,NED,2,0,CHI,Null,GAM
806,2014,dusk,CMR,1,4,BRA,Null,SWE
807,2014,dusk,CRO,1,3,MEX,Null,UZB
808,2014,afternoon,ITA,0,1,URU,Null,MEX
809,2014,afternoon,CRC,0,0,ENG,Null,ALG
810,2014,afternoon,JPN,1,4,COL,Null,POR
811,2014,dusk,GRE,2,1,CIV,Null,ECU
812,2014,afternoon,NGA,2,3,ARG,Null,ITA
813,2014,afternoon,BIH,3,1,IRN,Null,ESP
814,2014,afternoon,HON,0,3,SUI,Null,ARG
815,2014,dusk,ECU,0,0,FRA,Null,CIV
816,2014,afternoon,USA,0,1,GER,Null,UZB
817,2014,afternoon,POR,2,1,GHA,Null,BHR
818,2014,dusk,KOR,0,1,BEL,Null,AUS
819,2014,dusk,ALG,1,1,RUS,Null,TUR
820,2014,afternoon,BRA,1,1,CHI,Penalties,ENG
821,2014,dusk,COL,2,0,URU,Null,NED
822,2014,afternoon,FRA,2,0,NGA,Null,USA
823,2014,dusk,GER,2,1,ALG,Extra,BRA
824,2014,dusk,BRA,2,1,COL,Null,ESP
825,2014,afternoon,FRA,0,1,GER,Null,ARG
826,2014,dusk,BRA,1,7,GER,Null,MEX
827,2014,dusk,BRA,0,3,NED,Null,ALG
828,2014,afternoon,GER,1,0,ARG,Extra,ITA
829,2014,dusk,NED,0,0,ARG,Penalties,TUR
830,2014,dusk,NED,0,0,CRC,Penalties,UZB
831,2014,afternoon,ARG,1,0,BEL,Null,ITA
832,2014,afternoon,NED,2,1,MEX,Null,POR
833,2014,dusk,CRC,1,1,GRE,Penalties,AUS
834,2014,afternoon,ARG,1,0,SUI,Extra,SWE
835,2014,dusk,BEL,2,1,USA,Extra,ALG
836,2014,afternoon,BRA,1,1,CHI,Penalties,ENG
837,2014,dusk,COL,2,0,URU,Null,NED
838,2014,afternoon,NED,2,1,MEX,Null,POR
839,2014,dusk,CRC,1,1,GRE,Penalties,AUS
840,2014,afternoon,FRA,2,0,NGA,Null,USA
841,2014,dusk,GER,2,1,ALG,Extra,BRA
842,2014,afternoon,ARG,1,0,SUI,Extra,SWE
843,2014,dusk,BEL,2,1,USA,Extra,ALG
844,2014,afternoon,FRA,0,1,GER,Null,ARG
845,2014,dusk,BRA,2,1,COL,Null,ESP
846,2014,afternoon,ARG,1,0,BEL,Null,ITA
847,2014,dusk,NED,0,0,CRC,Penalties,UZB
848,2014,dusk,BRA,1,7,GER,Null,MEX
849,2014,dusk,NED,0,0,ARG,Penalties,TUR
850,2014,dusk,BRA,0,3,NED,Null,ALG
851,2014,afternoon,GER,1,0,ARG,Extra,ITA
