,Year,home_team,home_gdp,home_population,home_oddset,home_fifa_rank,home_host,away_team,away_gdp,away_population,away_oddset,away_fifa_rank,away_host,home_goal,away_goal,win_point,result
380,1982,HUN,33078,967,200000,37,0,ARG,20771,4520,900,8,0,1,4,-3,-1
381,1982,CMR,3868,2655,20000,55,0,POL,34241,3785,12500,21,0,0,0,0,0
382,1982,SLV,8421,649,200000,69,0,BEL,53035,1159,1200,1,0,0,1,-1,-1
383,1982,PER,11879,3298,20000,27,0,POL,34241,3785,12500,21,0,1,5,-4,-1
384,1982,HUN,33078,967,200000,37,0,BEL,53035,1159,1200,1,0,1,1,0,0
385,1982,CMR,3868,2655,20000,55,0,ITA,41829,6047,200000,7,0,1,1,0,0
386,1982,SLV,8421,649,200000,69,0,ARG,20771,4520,900,8,0,0,2,-2,-1
387,1982,NZL,44492,483,200000,122,0,BRA,14836,21256,450,3,0,0,4,-4,-1
388,1982,FRA,46984,6528,550,2,0,AUT,55684,901,200000,23,0,1,0,1,1
389,1982,BEL,53035,1159,1200,1,0,POL,34241,3785,12500,21,0,0,3,-3,-1
390,1982,ARG,20771,4520,900,8,0,ITA,41829,6047,200000,7,0,1,2,-1,-1
391,1982,BRA,14836,21256,450,3,0,ARG,20771,4520,900,8,0,3,1,2,1
392,1982,BRA,14836,21256,450,3,0,ITA,41829,6047,200000,7,0,2,3,-1,-1
393,1982,ITA,41829,6047,200000,7,0,POL,34241,3785,12500,21,0,2,0,2,1
394,1982,FRA,46984,6528,550,2,0,POL,34241,3785,12500,21,0,2,3,-1,-1
395,1986,FRA,46984,6528,550,2,0,CAN,46612,3775,15000,70,0,1,0,1,1
396,1986,BRA,14836,21256,450,3,0,ESP,37766,4676,800,6,0,1,0,1,1
397,1986,KOR,45275,5127,25000,39,0,ARG,20771,4520,900,8,0,1,3,-2,-1
398,1986,POL,34241,3785,12500,21,0,MAR,7370,3692,25000,34,0,0,0,0,0
399,1986,MEX,18445,12894,15000,11,1,BEL,53035,1159,1200,1,0,2,1,1,1
400,1986,ARG,20771,4520,900,8,0,ITA,41829,6047,200000,7,0,1,1,0,0
401,1986,CAN,46612,3775,15000,70,0,HUN,33078,967,200000,37,0,0,2,-2,-1
402,1986,BEL,53035,1159,1200,1,0,IRQ,9507,4023,200000,68,0,2,1,1,1
403,1986,FRA,46984,6528,550,2,0,HUN,33078,967,200000,37,0,3,0,3,1
404,1986,ITA,41829,6047,200000,7,0,KOR,45275,5127,25000,39,0,3,2,1,1
405,1986,MEX,18445,12894,15000,11,1,IRQ,9507,4023,200000,68,0,1,0,1,1
406,1986,POL,34241,3785,12500,21,0,BRA,14836,21256,450,3,0,0,4,-4,-1
407,1986,FRA,46984,6528,550,2,0,ITA,41829,6047,200000,7,0,2,0,2,1
408,1986,FRA,46984,6528,550,2,0,BRA,14836,21256,450,3,0,1,1,0,0
409,1986,BEL,53035,1159,1200,1,0,ESP,37766,4676,800,6,0,1,1,0,0
410,1986,BEL,53035,1159,1200,1,0,ARG,20771,4520,900,8,0,0,2,-2,-1
411,1986,BEL,53035,1159,1200,1,0,FRA,46984,6528,550,2,0,2,4,-2,-1
412,1990,CMR,3868,2655,20000,55,0,ARG,20771,4520,900,8,0,1,0,1,1
413,1990,AUT,55684,901,200000,23,0,ITA,41829,6047,200000,7,1,0,1,-1,-1
414,1990,SWE,55038,1010,200000,18,0,BRA,14836,21256,450,3,0,1,2,-1,-1
415,1990,KOR,45275,5127,25000,39,0,BEL,53035,1159,1200,1,0,0,2,-2,-1
416,1990,ROU,32117,1924,200000,43,0,CMR,3868,2655,20000,55,0,1,2,-1,-1
417,1990,USA,63594,33101,10000,20,0,ITA,41829,6047,200000,7,1,0,1,-1,-1
418,1990,EGY,12608,10234,200000,46,0,IRL,93181,494,200000,47,0,0,0,0,0
419,1990,ESP,37766,4676,800,6,0,KOR,45275,5127,25000,39,0,3,1,2,1
420,1990,ROU,32117,1924,200000,43,0,ARG,20771,4520,900,8,0,1,1,0,0
421,1990,USA,63594,33101,10000,20,0,AUT,55684,901,200000,23,0,1,2,-1,-1
422,1990,ESP,37766,4676,800,6,0,BEL,53035,1159,1200,1,0,2,1,1,1
423,1990,COL,14932,5089,200000,15,0,CMR,3868,2655,20000,55,0,1,2,-1,-1
424,1990,ARG,20771,4520,900,8,0,BRA,14836,21256,450,3,0,1,0,1,1
425,1990,ROU,32117,1924,200000,43,0,IRL,93181,494,200000,47,0,0,0,0,0
426,1990,IRL,93181,494,200000,47,0,ITA,41829,6047,200000,7,1,0,1,-1,-1
427,1990,ARG,20771,4520,900,8,0,ITA,41829,6047,200000,7,1,1,1,0,0
428,1994,KOR,45275,5127,25000,39,0,ESP,37766,4676,800,6,0,2,2,0,0
429,1994,IRL,93181,494,200000,47,0,ITA,41829,6047,200000,7,0,1,0,1,1
430,1994,ROU,32117,1924,200000,43,0,COL,14932,5089,200000,15,0,3,1,2,1
431,1994,MAR,7370,3692,25000,34,0,BEL,53035,1159,1200,1,0,0,1,-1,-1
432,1994,MEX,18445,12894,15000,11,0,NOR,62645,543,200000,42,0,0,1,-1,-1
433,1994,SWE,55038,1010,200000,18,0,CMR,3868,2655,20000,55,0,2,2,0,0
434,1994,RUS,29813,14594,200000,38,0,BRA,14836,21256,450,3,0,0,2,-2,-1
435,1994,COL,14932,5089,200000,15,0,USA,63594,33101,10000,20,1,1,2,-1,-1
436,1994,NOR,62645,543,200000,42,0,ITA,41829,6047,200000,7,0,0,1,-1,-1
437,1994,BOL,8276,1168,200000,81,0,KOR,45275,5127,25000,39,0,0,0,0,0
438,1994,IRL,93181,494,200000,47,0,MEX,18445,12894,15000,11,0,1,2,-1,-1
439,1994,RUS,29813,14594,200000,38,0,SWE,55038,1010,200000,18,0,1,3,-2,-1
440,1994,CMR,3868,2655,20000,55,0,BRA,14836,21256,450,3,0,0,3,-3,-1
441,1994,NGA,5187,20614,200000,32,0,ARG,20771,4520,900,8,0,1,2,-1,-1
442,1994,ROU,32117,1924,200000,43,0,USA,63594,33101,10000,20,1,1,0,1,1
443,1994,ESP,37766,4676,800,6,0,BOL,8276,1168,200000,81,0,3,1,2,1
444,1994,NOR,62645,543,200000,42,0,IRL,93181,494,200000,47,0,0,0,0,0
445,1994,SWE,55038,1010,200000,18,0,BRA,14836,21256,450,3,0,1,1,0,0
446,1994,MEX,18445,12894,15000,11,0,ITA,41829,6047,200000,7,0,1,1,0,0
447,1994,CMR,3868,2655,20000,55,0,RUS,29813,14594,200000,38,0,1,6,-5,-1
448,1994,ARG,20771,4520,900,8,0,ROU,32117,1924,200000,43,0,2,3,-1,-1
449,1994,USA,63594,33101,10000,20,1,BRA,14836,21256,450,3,0,0,1,-1,-1
450,1994,ITA,41829,6047,200000,7,0,NGA,5187,20614,200000,32,0,2,1,1,1
451,1994,ESP,37766,4676,800,6,0,ITA,41829,6047,200000,7,0,1,2,-1,-1
452,1994,SWE,55038,1010,200000,18,0,ROU,32117,1924,200000,43,0,2,2,0,0
453,1994,BRA,14836,21256,450,3,0,SWE,55038,1010,200000,18,0,1,0,1,1
454,1994,ITA,41829,6047,200000,7,0,BRA,14836,21256,450,3,0,0,0,0,0
455,1998,NOR,62645,543,200000,42,0,MAR,7370,3692,25000,34,0,2,2,0,0
456,1998,AUT,55684,901,200000,23,0,CMR,3868,2655,20000,55,0,1,1,0,0
457,1998,NGA,5187,20614,200000,32,0,ESP,37766,4676,800,6,0,3,2,1,1
458,1998,MEX,18445,12894,15000,11,0,KOR,45275,5127,25000,39,0,3,1,2,1
459,1998,JPN,42391,12648,25000,28,0,ARG,20771,4520,900,8,0,0,1,-1,-1
460,1998,COL,14932,5089,200000,15,0,ROU,32117,1924,200000,43,0,0,1,-1,-1
461,1998,MAR,7370,3692,25000,34,0,BRA,14836,21256,450,3,0,0,3,-3,-1
462,1998,CMR,3868,2655,20000,55,0,ITA,41829,6047,200000,7,0,0,3,-3,-1
463,1998,MEX,18445,12894,15000,11,0,BEL,53035,1159,1200,1,0,2,2,0,0
464,1998,JAM,9242,297,200000,45,0,ARG,20771,4520,900,8,0,0,5,-5,-1
465,1998,IRN,13339,8400,50000,31,0,USA,63594,33101,10000,20,0,2,1,1,1
466,1998,TUN,10823,1182,35000,26,0,COL,14932,5089,200000,15,0,0,1,-1,-1
467,1998,AUT,55684,901,200000,23,0,ITA,41829,6047,200000,7,0,1,2,-1,-1
468,1998,NOR,62645,543,200000,42,0,BRA,14836,21256,450,3,0,2,1,1,1
469,1998,KOR,45275,5127,25000,39,0,BEL,53035,1159,1200,1,0,1,1,0,0
470,1998,JAM,9242,297,200000,45,0,JPN,42391,12648,25000,28,0,2,1,1,1
471,1998,TUN,10823,1182,35000,26,0,ROU,32117,1924,200000,43,0,1,1,0,0
472,1998,NOR,62645,543,200000,42,0,ITA,41829,6047,200000,7,0,0,1,-1,-1
473,1998,FRA,46984,6528,550,2,1,ITA,41829,6047,200000,7,0,0,0,0,0
474,1998,FRA,46984,6528,550,2,1,BRA,14836,21256,450,3,0,3,0,3,1
475,2002,SEN,3503,1675,8000,22,0,FRA,46984,6528,550,2,0,1,0,1,1
476,2002,CMR,3868,2655,20000,55,0,IRL,93181,494,200000,47,0,1,1,0,0
477,2002,NGA,5187,20614,200000,32,0,ARG,20771,4520,900,8,0,0,1,-1,-1
478,2002,SVN,39769,208,200000,63,0,ESP,37766,4676,800,6,0,1,3,-2,-1
479,2002,TUR,27236,8434,200000,29,0,BRA,14836,21256,450,3,0,1,2,-1,-1
480,2002,ECU,10896,1765,15000,53,0,ITA,41829,6047,200000,7,0,0,2,-2,-1
481,2002,BEL,53035,1159,1200,1,0,JPN,42391,12648,25000,28,1,2,2,0,0
482,2002,POL,34241,3785,12500,21,0,KOR,45275,5127,25000,39,1,0,2,-2,-1
483,2002,TUN,10823,1182,35000,26,0,RUS,29813,14594,200000,38,0,0,2,-2,-1
484,2002,NGA,5187,20614,200000,32,0,SWE,55038,1010,200000,18,0,1,2,-1,-1
485,2002,CHN,17211,143933,200000,77,0,BRA,14836,21256,450,3,0,0,4,-4,-1
486,2002,RUS,29813,14594,200000,38,0,JPN,42391,12648,25000,28,1,0,1,-1,-1
487,2002,ECU,10896,1765,15000,53,0,MEX,18445,12894,15000,11,0,1,2,-1,-1
488,2002,USA,63594,33101,10000,20,0,KOR,45275,5127,25000,39,1,1,1,0,0
489,2002,BEL,53035,1159,1200,1,0,TUN,10823,1182,35000,26,0,1,1,0,0
490,2002,ARG,20771,4520,900,8,0,SWE,55038,1010,200000,18,0,1,1,0,0
491,2002,CHN,17211,143933,200000,77,0,TUR,27236,8434,200000,29,0,0,3,-3,-1
492,2002,ITA,41829,6047,200000,7,0,MEX,18445,12894,15000,11,0,1,1,0,0
493,2002,JPN,42391,12648,25000,28,1,TUN,10823,1182,35000,26,0,2,0,2,1
494,2002,USA,63594,33101,10000,20,0,POL,34241,3785,12500,21,0,1,3,-2,-1
495,2002,RUS,29813,14594,200000,38,0,BEL,53035,1159,1200,1,0,2,3,-1,-1
496,2002,IRL,93181,494,200000,47,0,ESP,37766,4676,800,6,0,1,1,0,0
497,2002,SEN,3503,1675,8000,22,0,SWE,55038,1010,200000,18,0,2,1,1,1
498,2002,BEL,53035,1159,1200,1,0,BRA,14836,21256,450,3,0,0,2,-2,-1
499,2002,USA,63594,33101,10000,20,0,MEX,18445,12894,15000,11,0,2,0,2,1
500,2002,TUR,27236,8434,200000,29,0,JPN,42391,12648,25000,28,1,1,0,1,1
501,2002,ITA,41829,6047,200000,7,0,KOR,45275,5127,25000,39,1,1,2,-1,-1
502,2002,TUR,27236,8434,200000,29,0,SEN,3503,1675,8000,22,0,1,0,1,1
503,2002,KOR,45275,5127,25000,39,1,ESP,37766,4676,800,6,0,0,0,0,0
504,2002,TUR,27236,8434,200000,29,0,BRA,14836,21256,450,3,0,0,1,-1,-1
505,2002,TUR,27236,8434,200000,29,0,KOR,45275,5127,25000,39,1,3,2,1,1
506,2006,ECU,10896,1765,15000,53,0,POL,34241,3785,12500,21,0,2,0,2,1
507,2006,CIV,5466,2638,200000,59,0,ARG,20771,4520,900,8,0,1,2,-1,-1
508,2006,IRN,13339,8400,50000,31,0,MEX,18445,12894,15000,11,0,1,3,-2,-1
509,2006,JPN,42391,12648,25000,28,0,AUS,53330,2550,50000,41,0,1,3,-2,-1
510,2006,CZE,41604,1071,200000,40,0,USA,63594,33101,10000,20,0,3,0,3,1
511,2006,GHA,5745,3108,25000,49,0,ITA,41829,6047,200000,7,0,0,2,-2,-1
512,2006,UKR,13055,4374,25000,24,0,ESP,37766,4676,800,6,0,0,4,-4,-1
513,2006,GHA,5745,3108,25000,49,0,CZE,41604,1071,200000,40,0,2,0,2,1
514,2006,USA,63594,33101,10000,20,0,ITA,41829,6047,200000,7,0,1,1,0,0
515,2006,AUS,53330,2550,50000,41,0,BRA,14836,21256,450,3,0,0,2,-2,-1
516,2006,KOR,45275,5127,25000,39,0,FRA,46984,6528,550,2,0,1,1,0,0
517,2006,TUN,10823,1182,35000,26,0,ESP,37766,4676,800,6,0,1,3,-2,-1
518,2006,ITA,41829,6047,200000,7,0,CZE,41604,1071,200000,40,0,2,0,2,1
519,2006,USA,63594,33101,10000,20,0,GHA,5745,3108,25000,49,0,1,2,-1,-1
520,2006,BRA,14836,21256,450,3,0,JPN,42391,12648,25000,28,0,4,1,3,1
521,2006,TUN,10823,1182,35000,26,0,UKR,13055,4374,25000,24,0,0,1,-1,-1
522,2006,MEX,18445,12894,15000,11,0,ARG,20771,4520,900,8,0,1,2,-1,-1
523,2006,AUS,53330,2550,50000,41,0,ITA,41829,6047,200000,7,0,0,1,-1,-1
524,2006,GHA,5745,3108,25000,49,0,BRA,14836,21256,450,3,0,0,3,-3,-1
525,2006,FRA,46984,6528,550,2,0,ESP,37766,4676,800,6,0,3,1,2,1
526,2006,UKR,13055,4374,25000,24,0,ITA,41829,6047,200000,7,0,0,3,-3,-1
527,2006,FRA,46984,6528,550,2,0,BRA,14836,21256,450,3,0,1,0,1,1
528,2006,FRA,46984,6528,550,2,0,ITA,41829,6047,200000,7,0,1,1,0,0
529,2010,NGA,5187,20614,200000,32,0,ARG,20771,4520,900,8,0,0,1,-1,-1
530,2010,GHA,5745,3108,25000,49,0,SRB,19108,874,15000,25,0,1,0,1,1
531,2010,CMR,3868,2655,20000,55,0,JPN,42391,12648,25000,28,0,0,1,-1,-1
532,2010,SVK,31357,546,200000,36,0,NZL,44492,483,200000,122,0,1,1,0,0
533,2010,KOR,45275,5127,25000,39,0,ARG,20771,4520,900,8,0,1,4,-3,-1
534,2010,MEX,18445,12894,15000,11,0,FRA,46984,6528,550,2,0,2,0,2,1
535,2010,USA,63594,33101,10000,20,0,SVN,39769,208,200000,63,0,2,2,0,0
536,2010,AUS,53330,2550,50000,41,0,GHA,5745,3108,25000,49,0,1,1,0,0
537,2010,NZL,44492,483,200000,122,0,ITA,41829,6047,200000,7,0,1,1,0,0
538,2010,CIV,5466,2638,200000,59,0,BRA,14836,21256,450,3,0,1,3,-2,-1
539,2010,KOR,45275,5127,25000,39,0,NGA,5187,20614,200000,32,0,2,2,0,0
540,2010,SRB,19108,874,15000,25,0,AUS,53330,2550,50000,41,0,1,2,-1,-1
541,2010,ITA,41829,6047,200000,7,0,SVK,31357,546,200000,36,0,2,3,-1,-1
542,2010,GHA,5745,3108,25000,49,0,USA,63594,33101,10000,20,0,2,1,1,1
543,2010,MEX,18445,12894,15000,11,0,ARG,20771,4520,900,8,0,1,3,-2,-1
544,2014,CMR,3868,2655,20000,55,0,MEX,18445,12894,15000,11,0,0,1,-1,-1
545,2014,JPN,42391,12648,25000,28,0,CIV,5466,2638,200000,59,0,1,2,-1,-1
546,2014,BIH,15624,329,200000,55,0,ARG,20771,4520,900,8,0,1,2,-1,-1
547,2014,NGA,5187,20614,200000,32,0,IRN,13339,8400,50000,31,0,0,0,0,0
548,2014,USA,63594,33101,10000,20,0,GHA,5745,3108,25000,49,0,2,1,1,1
549,2014,MEX,18445,12894,15000,11,0,BRA,14836,21256,450,3,1,0,0,0,0
550,2014,KOR,45275,5127,25000,39,0,RUS,29813,14594,200000,38,0,1,1,0,0
551,2014,CIV,5466,2638,200000,59,0,COL,14932,5089,200000,15,0,1,2,-1,-1
552,2014,IRN,13339,8400,50000,31,0,ARG,20771,4520,900,8,0,0,1,-1,-1
553,2014,BIH,15624,329,200000,55,0,NGA,5187,20614,200000,32,0,0,1,-1,-1
554,2014,RUS,29813,14594,200000,38,0,BEL,53035,1159,1200,1,0,0,1,-1,-1
555,2014,ESP,37766,4676,800,6,0,AUS,53330,2550,50000,41,0,3,0,3,1
556,2014,BRA,14836,21256,450,3,1,CMR,3868,2655,20000,55,0,4,1,3,1
557,2014,COL,14932,5089,200000,15,0,JPN,42391,12648,25000,28,0,4,1,3,1
558,2014,ARG,20771,4520,900,8,0,NGA,5187,20614,200000,32,0,3,2,1,1
559,2014,IRN,13339,8400,50000,31,0,BIH,15624,329,200000,55,0,1,3,-2,-1
560,2014,FRA,46984,6528,550,2,0,ECU,10896,1765,15000,53,0,0,0,0,0
561,2014,BEL,53035,1159,1200,1,0,KOR,45275,5127,25000,39,0,1,0,1,1
562,2014,NGA,5187,20614,200000,32,0,FRA,46984,6528,550,2,0,0,2,-2,-1
563,2014,COL,14932,5089,200000,15,0,BRA,14836,21256,450,3,1,1,2,-1,-1
564,2014,BEL,53035,1159,1200,1,0,ARG,20771,4520,900,8,0,0,1,-1,-1
565,2014,USA,63594,33101,10000,20,0,BEL,53035,1159,1200,1,0,1,2,-1,-1
566,2014,NGA,5187,20614,200000,32,0,FRA,46984,6528,550,2,0,0,2,-2,-1
567,2014,USA,63594,33101,10000,20,0,BEL,53035,1159,1200,1,0,1,2,-1,-1
568,2014,COL,14932,5089,200000,15,0,BRA,14836,21256,450,3,1,1,2,-1,-1
569,2014,BEL,53035,1159,1200,1,0,ARG,20771,4520,900,8,0,0,1,-1,-1
